1654,"Ahmed 85 Digital Trade Expert",,"Kereskedelmi Tanácsadó","Dubai, UAE",,,88,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1655,"Ahmed 86 Digital Trade Expert",,"Kereskedelmi Tanácsadó","Dubai, UAE",,,88,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1656,"Ahmed 87 Digital Trade Expert",,"Kereskedelmi Tanácsadó","Dubai, UAE",,,88,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1657,"Ahmed 88 Digital Trade Expert",,"Kereskedelmi Tanácsadó","Dubai, UAE",,,88,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1658,"Ahmed 89 Digital Trade Expert",,"Kereskedelmi Tanácsadó","Dubai, UAE",,,88,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1659,"Ahmed 90 Digital Trade Expert",,"Kereskedelmi Tanácsadó","Dubai, UAE",,,88,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1660,"Ahmed 91 Digital Trade Expert",,"Kereskedelmi Tanácsadó","Dubai, UAE",,,88,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1661,"Ahmed 92 Digital Trade Expert",,"Kereskedelmi Tanácsadó","Dubai, UAE",,,88,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1662,"Ahmed 93 Digital Trade Expert",,"Kereskedelmi Tanácsadó","Dubai, UAE",,,88,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1663,"Ahmed 94 Digital Trade Expert",,"Kereskedelmi Tanácsadó","Dubai, UAE",,,88,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1664,"Ahmed 95 Digital Trade Expert",,"Kereskedelmi Tanácsadó","Dubai, UAE",,,88,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1665,"Ahmed 96 Digital Trade Expert",,"Kereskedelmi Tanácsadó","Dubai, UAE",,,88,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1666,"Ahmed 97 Digital Trade Expert",,"Kereskedelmi Tanácsadó","Dubai, UAE",,,88,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1667,"Ahmed 98 Digital Trade Expert",,"Kereskedelmi Tanácsadó","Dubai, UAE",,,88,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1668,"Ahmed 99 Digital Trade Expert",,"Kereskedelmi Tanácsadó","Dubai, UAE",,,88,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1669,"Ahmed 100 Digital Trade Expert",,"Kereskedelmi Tanácsadó","Dubai, UAE",,,88,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1670,"Schmidt 1 Industrial Partner",,"Ipari Szerviz Vállalkozó","Munich, DE",,,82,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1671,"Schmidt 2 Industrial Partner",,"Ipari Szerviz Vállalkozó","Munich, DE",,,82,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1672,"Schmidt 3 Industrial Partner",,"Ipari Szerviz Vállalkozó","Munich, DE",,,82,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1673,"Schmidt 4 Industrial Partner",,"Ipari Szerviz Vállalkozó","Munich, DE",,,82,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1674,"Schmidt 5 Industrial Partner",,"Ipari Szerviz Vállalkozó","Munich, DE",,,82,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1675,"Schmidt 6 Industrial Partner",,"Ipari Szerviz Vállalkozó","Munich, DE",,,82,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1676,"Schmidt 7 Industrial Partner",,"Ipari Szerviz Vállalkozó","Munich, DE",,,82,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1677,"Schmidt 8 Industrial Partner",,"Ipari Szerviz Vállalkozó","Munich, DE",,,82,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1678,"Schmidt 9 Industrial Partner",,"Ipari Szerviz Vállalkozó","Munich, DE",,,82,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1679,"Schmidt 10 Industrial Partner",,"Ipari Szerviz Vállalkozó","Munich, DE",,,82,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1680,"Schmidt 11 Industrial Partner",,"Ipari Szerviz Vállalkozó","Munich, DE",,,82,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1681,"Schmidt 12 Industrial Partner",,"Ipari Szerviz Vállalkozó","Munich, DE",,,82,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1682,"Schmidt 13 Industrial Partner",,"Ipari Szerviz Vállalkozó","Munich, DE",,,82,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1683,"Schmidt 14 Industrial Partner",,"Ipari Szerviz Vállalkozó","Munich, DE",,,82,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1684,"Schmidt 15 Industrial Partner",,"Ipari Szerviz Vállalkozó","Munich, DE",,,82,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1685,"Schmidt 16 Industrial Partner",,"Ipari Szerviz Vállalkozó","Munich, DE",,,82,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1686,"Schmidt 17 Industrial Partner",,"Ipari Szerviz Vállalkozó","Munich, DE",,,82,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1687,"Schmidt 18 Industrial Partner",,"Ipari Szerviz Vállalkozó","Munich, DE",,,82,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1688,"Schmidt 19 Industrial Partner",,"Ipari Szerviz Vállalkozó","Munich, DE",,,82,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1689,"Schmidt 20 Industrial Partner",,"Ipari Szerviz Vállalkozó","Munich, DE",,,82,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1690,"Schmidt 21 Industrial Partner",,"Ipari Szerviz Vállalkozó","Munich, DE",,,82,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1691,"Schmidt 22 Industrial Partner",,"Ipari Szerviz Vállalkozó","Munich, DE",,,82,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1692,"Schmidt 23 Industrial Partner",,"Ipari Szerviz Vállalkozó","Munich, DE",,,82,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1693,"Schmidt 24 Industrial Partner",,"Ipari Szerviz Vállalkozó","Munich, DE",,,82,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1694,"Schmidt 25 Industrial Partner",,"Ipari Szerviz Vállalkozó","Munich, DE",,,82,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1695,"Schmidt 26 Industrial Partner",,"Ipari Szerviz Vállalkozó","Munich, DE",,,82,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1696,"Schmidt 27 Industrial Partner",,"Ipari Szerviz Vállalkozó","Munich, DE",,,82,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1697,"Schmidt 28 Industrial Partner",,"Ipari Szerviz Vállalkozó","Munich, DE",,,82,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1698,"Schmidt 29 Industrial Partner",,"Ipari Szerviz Vállalkozó","Munich, DE",,,82,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1699,"Schmidt 30 Industrial Partner",,"Ipari Szerviz Vállalkozó","Munich, DE",,,82,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1700,"Schmidt 31 Industrial Partner",,"Ipari Szerviz Vállalkozó","Munich, DE",,,82,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1701,"Schmidt 32 Industrial Partner",,"Ipari Szerviz Vállalkozó","Munich, DE",,,82,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1702,"Schmidt 33 Industrial Partner",,"Ipari Szerviz Vállalkozó","Munich, DE",,,82,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1703,"Schmidt 34 Industrial Partner",,"Ipari Szerviz Vállalkozó","Munich, DE",,,82,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1704,"Schmidt 35 Industrial Partner",,"Ipari Szerviz Vállalkozó","Munich, DE",,,82,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1705,"Schmidt 36 Industrial Partner",,"Ipari Szerviz Vállalkozó","Munich, DE",,,82,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1706,"Schmidt 37 Industrial Partner",,"Ipari Szerviz Vállalkozó","Munich, DE",,,82,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1707,"Schmidt 38 Industrial Partner",,"Ipari Szerviz Vállalkozó","Munich, DE",,,82,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1708,"Schmidt 39 Industrial Partner",,"Ipari Szerviz Vállalkozó","Munich, DE",,,82,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1709,"Schmidt 40 Industrial Partner",,"Ipari Szerviz Vállalkozó","Munich, DE",,,82,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1710,"Schmidt 41 Industrial Partner",,"Ipari Szerviz Vállalkozó","Munich, DE",,,82,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1711,"Schmidt 42 Industrial Partner",,"Ipari Szerviz Vállalkozó","Munich, DE",,,82,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1712,"Schmidt 43 Industrial Partner",,"Ipari Szerviz Vállalkozó","Munich, DE",,,82,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1713,"Schmidt 44 Industrial Partner",,"Ipari Szerviz Vállalkozó","Munich, DE",,,82,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1714,"Schmidt 45 Industrial Partner",,"Ipari Szerviz Vállalkozó","Munich, DE",,,82,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1715,"Schmidt 46 Industrial Partner",,"Ipari Szerviz Vállalkozó","Munich, DE",,,82,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1716,"Schmidt 47 Industrial Partner",,"Ipari Szerviz Vállalkozó","Munich, DE",,,82,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1717,"Schmidt 48 Industrial Partner",,"Ipari Szerviz Vállalkozó","Munich, DE",,,82,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1718,"Schmidt 49 Industrial Partner",,"Ipari Szerviz Vállalkozó","Munich, DE",,,82,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1719,"Schmidt 50 Industrial Partner",,"Ipari Szerviz Vállalkozó","Munich, DE",,,82,Entrepreneur-Batch,new,"2026-04-29 20:58:34"
1720,"Takács 201 Ipari Diagnosztika",,"Egyéni Vállalkozó / Kisüzem","Szekszárd, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1721,"Molnár 202 PLC Programozó",,"Egyéni Vállalkozó / Kisüzem","Bonyhád, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1722,"Fekete 203 Mérnöki Iroda Bt.",,"Egyéni Vállalkozó / Kisüzem","Tolna, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1723,"Kelemen 204 Műszaki Tanácsadó",,"Egyéni Vállalkozó / Kisüzem","Szekszárd, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1724,"Balogh 205 EV - Energetikai Tervező",,"Egyéni Vállalkozó / Kisüzem","Bonyhád, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1725,"Takács 206 Ipari Diagnosztika",,"Egyéni Vállalkozó / Kisüzem","Tolna, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1726,"Molnár 207 PLC Programozó",,"Egyéni Vállalkozó / Kisüzem","Szekszárd, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1727,"Fekete 208 Mérnöki Iroda Bt.",,"Egyéni Vállalkozó / Kisüzem","Bonyhád, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1728,"Kelemen 209 Műszaki Tanácsadó",,"Egyéni Vállalkozó / Kisüzem","Tolna, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1729,"Balogh 210 EV - Energetikai Tervező",,"Egyéni Vállalkozó / Kisüzem","Szekszárd, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1730,"Takács 211 Ipari Diagnosztika",,"Egyéni Vállalkozó / Kisüzem","Bonyhád, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1731,"Molnár 212 PLC Programozó",,"Egyéni Vállalkozó / Kisüzem","Tolna, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1732,"Fekete 213 Mérnöki Iroda Bt.",,"Egyéni Vállalkozó / Kisüzem","Szekszárd, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1733,"Kelemen 214 Műszaki Tanácsadó",,"Egyéni Vállalkozó / Kisüzem","Bonyhád, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1734,"Balogh 215 EV - Energetikai Tervező",,"Egyéni Vállalkozó / Kisüzem","Tolna, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1735,"Takács 216 Ipari Diagnosztika",,"Egyéni Vállalkozó / Kisüzem","Szekszárd, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1736,"Molnár 217 PLC Programozó",,"Egyéni Vállalkozó / Kisüzem","Bonyhád, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1737,"Fekete 218 Mérnöki Iroda Bt.",,"Egyéni Vállalkozó / Kisüzem","Tolna, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1738,"Kelemen 219 Műszaki Tanácsadó",,"Egyéni Vállalkozó / Kisüzem","Szekszárd, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1739,"Balogh 220 EV - Energetikai Tervező",,"Egyéni Vállalkozó / Kisüzem","Bonyhád, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1740,"Takács 221 Ipari Diagnosztika",,"Egyéni Vállalkozó / Kisüzem","Tolna, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1741,"Molnár 222 PLC Programozó",,"Egyéni Vállalkozó / Kisüzem","Szekszárd, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1742,"Fekete 223 Mérnöki Iroda Bt.",,"Egyéni Vállalkozó / Kisüzem","Bonyhád, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1743,"Kelemen 224 Műszaki Tanácsadó",,"Egyéni Vállalkozó / Kisüzem","Tolna, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1744,"Balogh 225 EV - Energetikai Tervező",,"Egyéni Vállalkozó / Kisüzem","Szekszárd, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1745,"Takács 226 Ipari Diagnosztika",,"Egyéni Vállalkozó / Kisüzem","Bonyhád, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1746,"Molnár 227 PLC Programozó",,"Egyéni Vállalkozó / Kisüzem","Tolna, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1747,"Fekete 228 Mérnöki Iroda Bt.",,"Egyéni Vállalkozó / Kisüzem","Szekszárd, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1748,"Kelemen 229 Műszaki Tanácsadó",,"Egyéni Vállalkozó / Kisüzem","Bonyhád, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1749,"Balogh 230 EV - Energetikai Tervező",,"Egyéni Vállalkozó / Kisüzem","Tolna, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1750,"Takács 231 Ipari Diagnosztika",,"Egyéni Vállalkozó / Kisüzem","Szekszárd, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1751,"Molnár 232 PLC Programozó",,"Egyéni Vállalkozó / Kisüzem","Bonyhád, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1752,"Fekete 233 Mérnöki Iroda Bt.",,"Egyéni Vállalkozó / Kisüzem","Tolna, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1753,"Kelemen 234 Műszaki Tanácsadó",,"Egyéni Vállalkozó / Kisüzem","Szekszárd, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1754,"Balogh 235 EV - Energetikai Tervező",,"Egyéni Vállalkozó / Kisüzem","Bonyhád, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1755,"Takács 236 Ipari Diagnosztika",,"Egyéni Vállalkozó / Kisüzem","Tolna, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1756,"Molnár 237 PLC Programozó",,"Egyéni Vállalkozó / Kisüzem","Szekszárd, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1757,"Fekete 238 Mérnöki Iroda Bt.",,"Egyéni Vállalkozó / Kisüzem","Bonyhád, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1758,"Kelemen 239 Műszaki Tanácsadó",,"Egyéni Vállalkozó / Kisüzem","Tolna, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1759,"Balogh 240 EV - Energetikai Tervező",,"Egyéni Vállalkozó / Kisüzem","Szekszárd, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1760,"Takács 241 Ipari Diagnosztika",,"Egyéni Vállalkozó / Kisüzem","Bonyhád, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1761,"Molnár 242 PLC Programozó",,"Egyéni Vállalkozó / Kisüzem","Tolna, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1762,"Fekete 243 Mérnöki Iroda Bt.",,"Egyéni Vállalkozó / Kisüzem","Szekszárd, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1763,"Kelemen 244 Műszaki Tanácsadó",,"Egyéni Vállalkozó / Kisüzem","Bonyhád, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1764,"Balogh 245 EV - Energetikai Tervező",,"Egyéni Vállalkozó / Kisüzem","Tolna, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1765,"Takács 246 Ipari Diagnosztika",,"Egyéni Vállalkozó / Kisüzem","Szekszárd, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1766,"Molnár 247 PLC Programozó",,"Egyéni Vállalkozó / Kisüzem","Bonyhád, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1767,"Fekete 248 Mérnöki Iroda Bt.",,"Egyéni Vállalkozó / Kisüzem","Tolna, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1768,"Kelemen 249 Műszaki Tanácsadó",,"Egyéni Vállalkozó / Kisüzem","Szekszárd, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1769,"Balogh 250 EV - Energetikai Tervező",,"Egyéni Vállalkozó / Kisüzem","Bonyhád, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1770,"Takács 251 Ipari Diagnosztika",,"Egyéni Vállalkozó / Kisüzem","Tolna, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1771,"Molnár 252 PLC Programozó",,"Egyéni Vállalkozó / Kisüzem","Szekszárd, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1772,"Fekete 253 Mérnöki Iroda Bt.",,"Egyéni Vállalkozó / Kisüzem","Bonyhád, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1773,"Kelemen 254 Műszaki Tanácsadó",,"Egyéni Vállalkozó / Kisüzem","Tolna, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1774,"Balogh 255 EV - Energetikai Tervező",,"Egyéni Vállalkozó / Kisüzem","Szekszárd, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1775,"Takács 256 Ipari Diagnosztika",,"Egyéni Vállalkozó / Kisüzem","Bonyhád, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1776,"Molnár 257 PLC Programozó",,"Egyéni Vállalkozó / Kisüzem","Tolna, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1777,"Fekete 258 Mérnöki Iroda Bt.",,"Egyéni Vállalkozó / Kisüzem","Szekszárd, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1778,"Kelemen 259 Műszaki Tanácsadó",,"Egyéni Vállalkozó / Kisüzem","Bonyhád, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1779,"Balogh 260 EV - Energetikai Tervező",,"Egyéni Vállalkozó / Kisüzem","Tolna, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1780,"Takács 261 Ipari Diagnosztika",,"Egyéni Vállalkozó / Kisüzem","Szekszárd, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1781,"Molnár 262 PLC Programozó",,"Egyéni Vállalkozó / Kisüzem","Bonyhád, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1782,"Fekete 263 Mérnöki Iroda Bt.",,"Egyéni Vállalkozó / Kisüzem","Tolna, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1783,"Kelemen 264 Műszaki Tanácsadó",,"Egyéni Vállalkozó / Kisüzem","Szekszárd, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1784,"Balogh 265 EV - Energetikai Tervező",,"Egyéni Vállalkozó / Kisüzem","Bonyhád, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1785,"Takács 266 Ipari Diagnosztika",,"Egyéni Vállalkozó / Kisüzem","Tolna, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1786,"Molnár 267 PLC Programozó",,"Egyéni Vállalkozó / Kisüzem","Szekszárd, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1787,"Fekete 268 Mérnöki Iroda Bt.",,"Egyéni Vállalkozó / Kisüzem","Bonyhád, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1788,"Kelemen 269 Műszaki Tanácsadó",,"Egyéni Vállalkozó / Kisüzem","Tolna, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1789,"Balogh 270 EV - Energetikai Tervező",,"Egyéni Vállalkozó / Kisüzem","Szekszárd, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1790,"Takács 271 Ipari Diagnosztika",,"Egyéni Vállalkozó / Kisüzem","Bonyhád, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1791,"Molnár 272 PLC Programozó",,"Egyéni Vállalkozó / Kisüzem","Tolna, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1792,"Fekete 273 Mérnöki Iroda Bt.",,"Egyéni Vállalkozó / Kisüzem","Szekszárd, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1793,"Kelemen 274 Műszaki Tanácsadó",,"Egyéni Vállalkozó / Kisüzem","Bonyhád, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1794,"Balogh 275 EV - Energetikai Tervező",,"Egyéni Vállalkozó / Kisüzem","Tolna, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1795,"Takács 276 Ipari Diagnosztika",,"Egyéni Vállalkozó / Kisüzem","Szekszárd, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1796,"Molnár 277 PLC Programozó",,"Egyéni Vállalkozó / Kisüzem","Bonyhád, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1797,"Fekete 278 Mérnöki Iroda Bt.",,"Egyéni Vállalkozó / Kisüzem","Tolna, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1798,"Kelemen 279 Műszaki Tanácsadó",,"Egyéni Vállalkozó / Kisüzem","Szekszárd, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1799,"Balogh 280 EV - Energetikai Tervező",,"Egyéni Vállalkozó / Kisüzem","Bonyhád, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1800,"Takács 281 Ipari Diagnosztika",,"Egyéni Vállalkozó / Kisüzem","Tolna, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1801,"Molnár 282 PLC Programozó",,"Egyéni Vállalkozó / Kisüzem","Szekszárd, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1802,"Fekete 283 Mérnöki Iroda Bt.",,"Egyéni Vállalkozó / Kisüzem","Bonyhád, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1803,"Kelemen 284 Műszaki Tanácsadó",,"Egyéni Vállalkozó / Kisüzem","Tolna, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1804,"Balogh 285 EV - Energetikai Tervező",,"Egyéni Vállalkozó / Kisüzem","Szekszárd, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1805,"Takács 286 Ipari Diagnosztika",,"Egyéni Vállalkozó / Kisüzem","Bonyhád, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1806,"Molnár 287 PLC Programozó",,"Egyéni Vállalkozó / Kisüzem","Tolna, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1807,"Fekete 288 Mérnöki Iroda Bt.",,"Egyéni Vállalkozó / Kisüzem","Szekszárd, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1808,"Kelemen 289 Műszaki Tanácsadó",,"Egyéni Vállalkozó / Kisüzem","Bonyhád, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1809,"Balogh 290 EV - Energetikai Tervező",,"Egyéni Vállalkozó / Kisüzem","Tolna, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1810,"Takács 291 Ipari Diagnosztika",,"Egyéni Vállalkozó / Kisüzem","Szekszárd, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1811,"Molnár 292 PLC Programozó",,"Egyéni Vállalkozó / Kisüzem","Bonyhád, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1812,"Fekete 293 Mérnöki Iroda Bt.",,"Egyéni Vállalkozó / Kisüzem","Tolna, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1813,"Kelemen 294 Műszaki Tanácsadó",,"Egyéni Vállalkozó / Kisüzem","Szekszárd, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1814,"Balogh 295 EV - Energetikai Tervező",,"Egyéni Vállalkozó / Kisüzem","Bonyhád, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1815,"Takács 296 Ipari Diagnosztika",,"Egyéni Vállalkozó / Kisüzem","Tolna, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1816,"Molnár 297 PLC Programozó",,"Egyéni Vállalkozó / Kisüzem","Szekszárd, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1817,"Fekete 298 Mérnöki Iroda Bt.",,"Egyéni Vállalkozó / Kisüzem","Bonyhád, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1818,"Kelemen 299 Műszaki Tanácsadó",,"Egyéni Vállalkozó / Kisüzem","Tolna, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
1819,"Balogh 300 EV - Energetikai Tervező",,"Egyéni Vállalkozó / Kisüzem","Szekszárd, HU",,,87,Entrep-Batch-02,new,"2026-04-29 20:59:08"
